Heart_Rate,Skin_Conductivity,Hours_Worked,Stress_Level,Emails_Sent,Meetings_Attended
112,,13,87,39,5
59,,8,49,0,2
91,,16,30,18,5
88,,15,46,50,5
127,,13,76,50,3
74,,9,47,43,1
157,,14,62,4,3
166,,10,75,32,1
130,,11,79,41,3
127,,16,87,49,1
88,,13,45,45,6
122,,14,76,5,1
122,,14,70,28,4
140,,10,67,34,5
92,,13,28,39,1
148,,8,51,45,5
150,,11,57,32,2
142,,13,74,34,6
120,,11,53,29,3
125,,10,86,47,0
63,,15,39,18,0
148,,8,70,44,6
62,,12,22,5,0
55,,9,42,30,3
99,,13,21,24,6
52,,16,44,25,0
155,,16,60,50,5
134,,16,58,19,2
55,,15,26,22,5
51,,15,15,35,3
106,,9,33,12,0
57,,14,17,39,2
97,,9,29,12,0
156,,10,60,26,4
161,,11,68,3,4
90,,9,32,32,3
148,,14,73,21,6
156,,11,51,5,5
64,,10,46,35,0
113,,12,84,21,5
69,,8,42,46,1
133,,9,62,39,4
120,,12,87,16,4
52,,16,36,28,4
88,,9,17,50,0
91,,8,46,13,3
161,,12,66,50,1
100,,14,32,39,2
86,,14,19,9,3
107,,10,35,40,6
101,,16,23,49,4
95,,15,40,15,5
140,,14,79,35,5
83,,16,28,16,6
106,,16,49,43,3
118,,10,81,38,0
51,,16,41,47,2
69,,9,46,21,3
135,,11,66,40,6
70,,10,37,49,2
125,,12,68,20,2
92,,12,28,12,5
144,,15,55,48,2
132,,14,69,29,3
59,,10,39,31,4
55,,12,28,32,5
50,,10,46,38,2
98,,11,25,20,3
94,,14,22,7,1
109,,12,23,26,6
83,,11,20,11,0
90,,15,48,40,3
91,,9,46,44,2
163,,16,66,21,5
168,,8,54,29,6
71,,10,43,15,4
50,,13,27,24,6
67,,13,25,19,0
116,,13,60,45,3
142,,11,62,29,1
76,,16,39,16,5
121,,11,86,30,1
162,,16,84,32,2
50,,13,22,44,0
59,,15,36,34,3
122,,10,84,25,3
64,,11,37,14,0
126,,13,84,39,4
102,,8,15,3,0
130,,11,58,5,6
130,,12,83,21,1
144,,8,51,10,5
77,,16,15,49,5
81,,9,44,39,1
64,,12,21,36,3
124,,8,71,3,5
99,,8,28,4,1
72,,13,34,22,3
134,,9,88,27,6
81,,8,31,5,4
109,,11,37,7,5
108,,16,21,21,1
112,,11,55,47,6
87,,11,19,28,2
146,,9,52,31,2
85,,14,29,0,0
94,,10,43,16,1
80,,9,29,45,5
129,,16,65,42,5
114,,14,70,27,3
150,,8,77,10,6
84,,12,34,47,6
114,,11,65,1,0
63,,12,39,36,5
144,,8,74,31,2
118,,16,59,49,0
151,,11,71,41,4
124,,16,62,39,2
90,,16,39,49,4
60,,9,29,9,5
58,,13,20,45,0
90,,8,25,26,5
121,,14,67,50,3
128,,13,81,32,6
150,,15,61,27,0
81,,14,39,17,3
167,,11,63,22,0
118,,15,67,4,0
67,,9,40,3,0
161,,8,83,23,6
136,,8,72,25,1
133,,14,69,26,3
90,,15,16,16,6
80,,9,23,19,5
95,,14,24,7,2
61,,10,36,6,2
165,,13,56,28,0
85,,8,34,29,6
56,,14,31,23,5
107,,8,32,23,4
77,,11,46,0,1
75,,8,36,47,6
149,,12,80,33,6
82,,16,37,46,4
140,,13,71,45,2
146,,9,71,40,3
77,,12,28,13,6
96,,13,30,26,0
51,,11,42,41,2
157,,13,81,31,5
79,,8,49,9,2
140,,10,87,42,3
143,,16,86,25,3
122,,16,78,46,3
89,,11,32,9,6
59,,13,34,21,1
69,,10,23,32,3
86,,14,26,8,6
97,,16,25,48,1
93,,10,41,2,5
121,,13,66,27,5
60,,9,39,45,6
68,,13,15,37,1
147,,12,70,40,3
132,,10,62,23,5
89,,16,17,42,3
68,,14,18,23,4
142,,11,81,49,1
83,,11,49,23,5
160,,12,66,15,4
115,,12,80,24,6
139,,14,57,15,5
80,,13,30,49,5
156,,12,88,41,3
122,,14,88,13,4
147,,8,62,48,4
167,,12,88,7,1
132,,15,87,15,0
138,,15,87,21,3
82,,8,19,15,4
112,,14,78,43,4
64,,14,33,1,3
133,,8,55,36,0
70,,12,47,45,3
98,,10,20,26,1
127,,11,61,36,4
155,,15,58,19,4
148,,13,68,8,1
106,,8,41,1,1
113,,13,76,1,2
147,,11,52,13,2
161,,10,53,48,6
152,,8,62,2,4
108,,9,23,47,1
133,,10,80,24,2
146,,12,61,43,5
97,,13,18,11,6
64,,13,31,40,3
102,,8,46,48,5
71,,11,45,42,6
162,,8,57,35,5
145,,16,83,15,3
92,,13,42,20,0
127,,10,69,10,3
157,,8,56,21,2
124,,9,73,34,6
129,,13,57,29,5
146,,15,78,18,3
60,,10,29,31,0
66,,16,48,8,5
101,,11,23,31,2
146,,13,60,3,0
88,,15,45,31,3
159,,15,70,19,3
103,,16,45,49,5
82,,12,20,36,3
124,,16,58,24,4
133,,15,79,24,6
103,,8,39,1,3
73,,16,16,35,3
133,,16,56,23,1
103,,16,17,29,1
120,,11,88,35,6
105,,15,23,49,6
111,,11,63,3,5
131,,14,88,31,1
157,,13,65,23,2
78,,14,22,43,5
147,,16,55,20,3
58,,11,48,16,2
70,,13,27,9,0
74,,10,33,14,3
123,,12,61,13,1
121,,9,81,39,5
117,,12,70,40,0
51,,10,33,50,1
112,,12,84,47,1
121,,12,62,41,6
60,,13,18,27,3
167,,12,53,26,3
114,,11,84,29,3
70,,11,17,19,2
81,,8,23,47,0
153,,13,69,26,2
90,,15,22,18,5
93,,11,15,0,2
59,,12,48,12,6
81,,12,48,26,1
152,,12,55,43,0
105,,10,48,17,4
133,,14,62,6,4
65,,12,20,2,3
168,,14,82,11,1
140,,13,68,27,3
118,,8,70,25,0
109,,15,18,33,2
152,,13,56,15,2
61,,15,32,43,2
153,,15,73,38,2
134,,14,52,18,0
161,,10,78,25,1
144,,13,56,11,0
135,,16,78,42,4
57,,10,34,12,2
165,,16,56,42,3
150,,12,51,32,4
110,,11,74,39,0
70,,12,44,2,6
147,,15,88,3,2
112,,15,58,30,1
137,,8,76,9,1
94,,14,35,27,3
96,,8,38,24,1
113,,12,84,47,1
124,,8,73,32,6
51,,16,16,18,2
156,,15,78,17,5
122,,8,59,48,5
75,,9,24,32,1
168,,11,75,47,4
122,,9,73,43,3
125,,9,63,8,4
51,,15,29,41,3
73,,16,35,7,2
123,,12,84,26,0
51,,10,31,43,0
118,,8,70,15,3
78,,15,24,30,0
65,,8,48,26,1
79,,15,16,47,4
98,,12,23,29,2
151,,12,62,30,0
159,,9,88,38,2
159,,12,55,0,3
118,,9,67,19,3
109,,16,32,16,2
85,,11,30,49,1
91,,15,47,21,1
84,,9,18,10,6
99,,16,36,10,5
53,,16,49,19,3
165,,13,76,4,0
164,,10,75,15,2
86,,9,19,32,5
